annotation_id,backbone,language,config,variant,seed,example_index,context,question,gold_answer,generated_answer,em,f1,f_faith_model_score,annotator_1_judgment,annotator_1_notes,annotator_2_judgment,annotator_2_notes,adjudicated_judgment
A0197,mt5-base,arabic,C_composite_lora,qlora,42,372,"مثلها مثل معظم المدن الكبرى في الولايات المتحدة عانت جاكسونفيل من الآثار السلبية للامتداد الحضري السريع بعد الحرب العالمية الثانية. أدى بناء الطرق السريعة إلى انتقال السكان إلى سكن أحدث في الضواحي. بدأت حكومة مدينة جاكسونفيل بعد الحرب العالمية الثانية بزيادة الإنفاق لتمويل مشاريع إنشائية عامة جديدة في فترة الازدهار التي حدثت بعد الحرب. أدت ولاية رئيس البلدية و. هايدون بيرنز في جاكسونفيل إلى إنشاء قاعة جديدة للمدينة وقاعة محاضرات للمدنية ومكتبة عامة ومشاريع أخرى خلقت شعورًا ديناميكيًا بالاعتزاز القومي. ومع ذلك، فإن تطور الضواحي وهجرة الدفعة اللاحقة من الطبقة الوسطى ""هروب البيض"" تركت جاكسونفيل مع عدد سكان أكثر فقرًا من ذي قبل. تراجعت نسبة أكثر المجموعات العرقية سكانًا في المدينة - المجموعة البيضاء غير الإسبانية - من 75.8% في عام 1970 إلى 55.1% بحلول عام 2010.",كم كان عدد السكان البيض في جاكسونفيل في عام 2010؟,55.1%,تطور المدينة,0,0.0,0.0003,,,,,
A0198,mt5-base,arabic,C_composite_lora,dora,42,30,"يضم الحي جادّة كيرني المسماة تيمنا بالمقاول والمليونير م. ثيو كيرني الذي عاش في أوائل القرن العشرين، وتمتدّ من شارع فريسنو بالجنوب الغربي لمدينة فريسنو بطول حوالي 20 ميلاً (32 كيلومتراً) غربا إلى كِرمان بكاليفورنيا. ولكونها طريقا ذات اتجاهين وأن أكثرها ممتد عبر المناطق الريفية، فإن شجر النخيل الطويل جادة كيرني مصفّف على طولها. وبامتداد جادة كيرني نصف ميل بين شارع فريسنو وشارع العرش، فقد كانت الحي المفضل للعائلات الراقية الأفرو-أمريكية بمدينة فريسنو. يقع قسم آخر اسمه بروكهيفن على الحافة الجنوبية للجانب الغربي لجينسن وغربي إلم، والذي أعطي هذا الاسم من مجلس مدينة فريسنو بغية إعادة إحياء صورة الحي. أما المقسم المنعزل والذي عرِف بسم ""حوض دوغ"" إشارة لعصابة محلية، ما زال معروفاً بالجرائم التي زاد فيها مستوى العنف منذ أواخر سنة 2008.",في أي مكان بين الشارعين على طول جادة كيرني كان يقيم الأفرو-أمريكيين الأغنياء؟,شارع فريسنو وشارع العرش,,0,0.0,0.0,,,,,
A0199,mt5-base,arabic,B_ce_lora,dora,42,562,"مفهوم العدد الأولي مهم جداً لدرجة أنه قد تم تعميمه بطرق مختلفة في مختلف فروع الرياضيات. بشكل عام، تشير كلمة ""برايم"" إلى الحد الأدنى أو عدم الدقة، بالمعنى المناسب. على سبيل المثال، الحقل الأساسي هو أصغر حقل فرعي من حقل اف  يحتوي على كل من 0  و1. هو إما كيو أو الحقل المحدود مع عناصر بي، ومن ثم الاسم. غالباً ما يكون المقصود بالمعنى الثاني الإضافي هو استخدام كلمة برايم، أي أنه يمكن تحليل أي عدد، بشكل فريد وأساسي، إلى مكوناته الأولية. على سبيل المثال، في نظرية العقدة، العقدة الأولية هي عقدة غير قابلة للتَحَلُّل، بمعنى أنه لا يمكن كتابتها كمجموع عقدة لعقدتين غير تبادليتين. يمكن التعبير عن أي عقدة بشكل فريد كمجموع متصل للعقد الأولية. تعد النماذج الأولية والفتحات الثلاثية من الأمثلة الأخرى على هذا النوع.",ماذا يعني أن تكون العقدة غير قابلة للتلف؟,لا يمكن كتابتها كمجموع عقدة لعقدتين غير تبادليتين,أسافريد,0,0.0,0.0671,,,,,
A0200,mt5-base,arabic,C_composite_lora,qlora,42,535,"البلاستيدات الخضراء لها الحمض النووي الخاص بها، وغالبا ما يتم اختصاره ك ctDNA أو cpDNA. ومن المعروف أيضا باسم البلاستوم. تم إثبات وجودها لأول مرة في 1962، وتسلسلها لأول مرة في 1986 â€” عندماقام فريقان بحثيان يابانيان بسَلسَلِة الحمض النووي للبلاستيدات الخضراء من حمض الكبد والتبغ. منذ ذلك الحين، تم سَلسَلِة المئات من الأحماض النووي للبلاستيدات الخضراء من أنواع مختلفة، لكنها في الغالب تلك الموجودة في النباتات البرية والطحالبâ€” الخضراء والغلوفريات والطحالب الحمراء وغيرها من مجموعات الطحالب ممثلة تمثيلاً ناقصاً للغاية، مما قد يؤدي إلى بعض التحيزات في وجهات نظر تجاه بنية الحمض النووي ""النموذجية"" للبلاستيدات الخضراء ومحتواها.",من الذي سَلسَلِ أول بلاستوم؟,قام فريقان بحثيان يابانيان,أكDNA,0,0.0,0.0008,,,,,
A0201,mt5-base,malay,B_ce_lora,dora,42,78,"Selain daripada ais yang tebal, keadaan cuaca ekstrim juga telah menggangu usaha menyelamat. Pittman mengesyorkan keadaan tidak akan bertambah baik sehingga minggu depan. Jumlah dan ketebalan ais yang dibungkus, menurut Pittman, adalah yang paling teruk untuk pengedap dalam 15 tahun kebelakangan ini.","Menurut petikan, apakah yang bukan merupakan masalah semasa untuk pengedap?",Ais yang mencair,Jumlah ais,0,0.4,0.003,,,,,
A0202,mt5-base,arabic,C_composite_lora,dora,42,239,‏غالبا ما تستخدم الأدوية المضادة للالتهابات للسيطرة على آثار الالتهاب. وتعتبر الهرمونات القشرية السكرية أقوى هذه الأدوية. ومع ذلك، يمكن أن يكون لهذه الأدوية العديد من الآثار الجانبية غير المرغوب فيها، مثل السمنة المركزية وارتفاع السكر في الدم وهشاشة العظام، لذا يجب التحكم في استخدامها بدقة. غالبًا ما يتم استخدام جرعات أقل من العقاقير المضادة للالتهاب مقترنة مع أدوية قاتلة للخلايا أو مثبطة للمناعة مثل الميثوتركسات أو الآزاثيوبرين. تمنع الأدوية القاتلة للخلايا الاستجابة المناعية عن طريق قتل الخلايا المنقسمة مثل الخلايا التائية المنشّطة. ومع ذلك، فإن هذا القتل عشوائي وذلك قد يؤثر على الخلايا المنقسمة باستمرار وأعضائها، مما يسبب آثار جانبية سامة. الأدوية المثبطة للمناعة مثل السيكلوسبورين تمنع الخلايا التائية من الاستجابة للإشارات بشكل صحيح عن طريق تثبيط مسارات تحويل الإشارة.,‏ما هي أقوى فئة من الأدوية المضادة للالتهابات؟,الهرمونات القشرية السكرية,شارك ر,0,0.0,0.0012,,,,,
A0203,mt5-base,arabic,B_ce_lora,qlora,42,85,دمر الموت الأسود معظم العالم الإسلامي. كان الطاعون موجوداً في منطقة واحدة على الأقل في العالم الإسلامي كل عام تقريباً بين 1500 و 1850، وأصاب الطاعون مدن شمال أفريقيا مراراً، وفقدت الجزائر 30 إلى 50 ألفٍ من سكانها في 1620–1621 ومجدداً في 1654–1657 و 1665 و 1691 و 1740–1742. ظل الطاعون حدثاً هاماً في المجتمع العثماني حتى الربع الثاني من القرن التاسع عشر. بين العامين 1701 و 1750 تم تسجيل سبعة وثلاثين وباء أكبر وأصغر في القسطنطينية وواحد وثلاثين وباء إضافي بين عامي 1751 و 1800. عانت بغداد بشدة من اجتياحات الطاعون، وتم أحياناً محو ثلثي سكانها.,خلال أي سنوات كان الطاعون موجوداً في البلدان الإسلامية؟,1500 و 1850,عمر,0,0.0,0.0022,,,,,
A0204,mt5-base,arabic,B_ce_lora,dora,42,437,بعد أربعينات القرن الماضي، بدأ النمط القوطي في الحرم الجامعي في إفساح المجال للأساليب الحديثة. في عام 1955، تم التعاقد مع إيرو سارنين لوضع خطة رئيسية ثانية، والتي أدت إلى تشييد المباني في كل من شمال وجنوب الطريق الأوسط، بما في ذلك مربع قانون ليرد بيل (مجمع صممه سارنين)؛ سلسلة من المباني الفنية؛ مبنى صممه لودفيج ميس فان دير روه لمدرسة الجامعية لإدارة الخدمة الاجتماعية؛ وهو مبنى سيصبح مقر مدرسة هاريس لدراسات السياسة العامة من قِبَل إدوارد دوريل ستون، ومكتبة ريجنشتاين، أكبر مبنى في الحرم الجامعي، وهو هيكل وحشي صممه والتر نيتش من شركة شيكاغو سكيدمور، أوينغس وميريل. خطة رئيسية أخرى، تم تصميمها في عام 1999 وتم تحديثها في عام 2004، أنتجت مركز جيرالد راتنر لألعاب القوى (2003)، و مُشاعات بالفسكاي الداخلية (2001) وقاعة إقامة الحرم الجنوبي ومُشاعات الطعام (2009)، مستشفى أطفال جديد، وغيرها من الأبنية والتوسعات والترميمات. في عام 2011 ، أكملت الجامعة مكتبة جوي وريكا مانسيتو التي على شكل قبة زجاجية، والتي توفر غرفة قراءة كبيرة لمكتبة الجامعة وتمنع الحاجة إلى إيداع الكتب خارج الحرم الجامعي.,من الذي كُلِّفَ بتصميم خطة رئيسية ثانية؟,إيرو سارنين,مركز جيريد ري,0,0.0,0.0027,,,,,
A0205,mt5-base,arabic,C_composite_lora,dora,42,19,تعد المشطيات من الفصائل النادرة جدا بسبب أجسادها الناعمة والهلامية، والتي تم تفسيرها على أنها مشطيات، وقد عُثِرَ على هذه المستحثات في المراسب الأحفورية وهي الأماكن التي تكون البيئة فيها مناسبةً لحفظ نعومة الأنسجة. فحتى التسعينيات لم يعثر إلا على هذين النموذجين الجيدين بما يكفي للتحليل، وكلاهما من المجموعة الملكية، أي من أوائل الفترة الديفونية (الإمسية).  ثم وجدت ثلاثة أنواع أخرى مشكوك فيها في صخور بورجس الصلصالية وفي الصخور الكندية بنفس العمر، أي منذ حوالي 505 مليون سنة خلت من أواسط العصر الكامبري. ولم تمتلك أي من الثلاثة المجسّات لكن كان لديها ما بين 24 و80 سنا مشطيا، وهو أكثر بكثير من الأنواع الحية ذوت 8 أسنان مشطية. كما بدو أن لهم تركيبات داخلية تشبه الأعضاء على عكس ما وُجِد في المشطيات الحية. كان لدى أحدى المستحثات الأولى التي أعلن عنها سنة 1996 فما كبيراً بدا أنه محاطٌ بحافة مطوية يحتمل أنها كانت عضلية. بعد مضي سنة ظهر دليل في الصين يقترح أن المشطيات كانت منتشرةً بشكل كبير إبان العصر الكامبري، لكنها كانت تختلف كثيرا عن الأنواع المعاصرة ـــ فمثلا كانت الأسنان المشطية بإحدى المستحثات موضوعةً فوق نباند بارزة. وقد تعود مستحثة أيواندروميدا الإيديكارية مشطياً هلامياً.,كم نوعا عثِر عليه في صخور بورجس الصلصالية؟,ثلاثة,الاستت,0,0.0,0.0052,,,,,
A0206,mt5-base,arabic,C_composite_lora,qlora,42,364,تقع جاكسونفيل في إقليم فيرست كوست شمال شرق فلوريدا وتتركز على ضفاف نهر سانت جونز وتبعد حوالي 25 ميلاً (40 كم) جنوبًا عن الخط الحدودي لولاية جورجيا وحوالي 340 ميلاً (550 كم) شمال ميامي. تمتد شواطئ جاكسونفيل على طول ساحل المحيط الأطلسي المجاور. كان يسكن المنطقة في الأصل شعب تيموكوا، وفي عام 1564 كانت موقعًا للمستعمرة الفرنسية فورت كارولين، إحدى أوائل المستوطنات الأوروبية في ما يعرف الآن بالولايات المتحدة القارية. تحت الحكم البريطاني، نما الاستيطان عند النقطة الضيقة من النهر حيث عبرت الماشية ومن المنطقة المعروفة باسم واكا بيلاتكا إلى سيمينول و كاو فورد إلى البريطانيين. تم إنشاء مدينة مغطاة بالبلاط هناك في عام 1822، أي بعد عام من استحواذ الولايات المتحدة على فلوريدا من إسبانيا. سميت باسم أندرو جاكسون، أول حاكم عسكري لإقليم فلوريدا والرئيس السابع للولايات المتحدة.,من هو الشعب كانت يسكن في المنطقة المعروفة حاليًا باسم جاكسونفيل قبل وصول الفرنسيين؟,تيموكوا,الكراكة,0,0.0,0.0014,,,,,
A0207,mt5-base,malay,C_composite_lora,dora,42,58,"Satu kajian yang diterbitkan pada hari Khamis dalam jurnal Sains melaporkan mengenai pembentukan spesies burung baharu di Kepulauan Galápagos Ecuador. Penyelidik dari Princeton University di Amerika Syarikat dan Uppsala University di Sweden melaporkan spesies baharu itu telah berevolusi selepas hanya dua generasi, walaupun proses ini dipercayai mengambil masa yang lebih lama, kerana pembiakan antara seekor burung finch endemik di Darwin, fortes Geospiza, dan burung finch kaktus imigran, Geospiza conirostris.","Menurut petikan, manakah antara berikut mengambil masa lebih cepat berbanding penyelidik percaya pada asalnya?",Pembiakan antara spesis berbeza,Pembia,0,0.0,0.0018,,,,,
A0208,mt5-base,arabic,C_composite_lora,qlora,42,619,الإسلامية هي مفهوم مثير للجدل ليس فقط لأنه يفرض دور سياسي للإسلام ولكن أيضاً لأن مؤيديها يعتقدون أن وجهات نظرهم تعكس فقط الإسلام، في حين أن الفكرة العكسية بأن الإسلام هو، أو يمكن أن يكون، غير سياسي خطأ. من بين العلماء والمراقبين الذين لا يعتقدون أن الإسلام مجرد أيديولوجية سياسية، فريد هاليداي وجون إسبوزيتو والمثقفون المسلمون مثل جاويد أحمد الغامدي. يجادل هايري أباظا بأن الفشل في التمييز بين الإسلام والإسلامية يدفع الكثيرين في الغرب إلى دعم الأنظمة الإسلامية غير الليبرالية، على حساب المعتدلين التَقَدُّمِيين الذين يسعون إلى فصل الدين عن السياسة.,إلى دعم ماذا عدم القدرة على فصل الإسلام عن الإسلامية يدفع الكثيرين في الغرب؟,الأنظمة الإسلامية غير الليبرالية,الغرب,0,0.0,0.0006,,,,,
A0209,mt5-base,malay,B_ce_lora,dora,42,351,"Tempahan awal memberi ketenangan minda kepada pelancong bahawa mereka mempunyai tempat untuk tidur sebaik sahaja tiba di destinasi mereka. Ejen pelancongan biasanya mempunyai perjanjian dengan hotel tertentu, walaupun anda mungkin boleh menempah jenis penginapan lain, seperti tapak perkhemahan, melalui ejen pelancongan. Lazimnya ejen pelancongan menawarkan pakej yang merangkumi sarapan, pengangkutan ke/dari lapangan terbang atau pakej yang menggabungkan hotel dan penerbangannyan sekali. Mereka juga boleh membuat tempahan untuk anda jika anda memerlukan masa untuk memikirkan tawaran atau mendapatkan dokumen lain untuk destinasi anda (cth. visa). Sebarang pindaan atau permintaan harus dihantar melalui ejen pelancongan terlebih dahulu dan bukan terus dengan hotel.","Berdasarkan petikan, apakah jenis pelancong yang tidak mendapat manfaat dengan menggunakan perkhidmatan ejen perlancongan?",Pelancong yang lebih suka kespontanan,Pelancong yang lebih sukai menempah tawaran pakej,0,0.5,0.0004,,,,,
A0210,mt5-base,arabic,B_ce_lora,qlora,42,509,"يقول الملخص التنفيذي لتقرير ""مجموعة العمل الأول"" الخاص بمُقَرِّرِي السياسات إنهم على يقين من أن الانبعاثات الناتجة عن الأنشطة البشرية تزيد بشكل كبير من التركيزات في الغلاف الجوي من غازات الدفيئات، مما يؤدي في المتوسط ​​إلى ارتفاع إضافي في درجة حرارة سطح الأرض. إنهم يحسبون بثقة أن ثاني أكسيد الكربون كان مسؤولاً عن أكثر من نصف تأثير الدفيئة المُحَسَّنَة. يتوقعون أنه في سيناريو أقل من ""العمل كالمعتاد""، سترتفع درجة الحرارة العالمية المتوسطة بنحو 0.3 درجة مئوية لكل عقد خلال القرن [21]. لقد حكموا أن متوسط ​​درجة حرارة الهواء السطحي على مستوى العالم قد ارتفع بنسبة 0.3 إلى 0.6 Â درجة مئوية على مدار المائة عام الماضية، بما يتسق على نطاق واسع مع التنبؤ بنماذج المناخ، ولكن أيضاً بنفس درجة تقلب المناخ الطبيعي. من غير المرجح أن يكون هناك اكتشاف لا لبس فيه لتأثير الدفيئة المُحَسَّن لمدة عقد أو أكثر.",كم تَغَيَّر متوسط ​​درجة حرارة الهواء السطحي العالمي في القرن الماضي؟,0.3 إلى 0.6 Â درجة مئوية,أكشاف لا لبس فيه لتأثير الدفيئة المُحَسَّنَة,0,0.0,0.0071,,,,,
A0211,mt5-base,arabic,B_ce_lora,dora,42,355,علم السياسة: الأمين العام للأمم المتحدة بان كي مون. القادة السياسيون الأمريكيون جون هانكوك وجون آدامز وجون كوينسي آدامز روثرفورد بيرتشارد هايز وثيودور روزفلت وفرانكلين روزفلت وجون جاك كينيدي وآل جور وجورج دبليو بوش وباراك أوباما. الرئيس الشيلي سيباستيان بينيرا. الرئيس الكولومبي خوان مانويل سانتوس. رئيس كوستاريكا خوسيه ماريا فيغيريس. الرؤساء المكسيكيون فيليبي كالديرون وكارلوس ساليناس دي غورتاري وميغيل دي لا مدريد. الرئيس المنغولي تشياغين البجدورج. رئيس بيرو اليخاندرو توليدو. الرئيس التايواني ما يينغ جيو. الحاكم العام الكندي ديفيد لويد جونستون. عضو البرلمان الهندي جايانت سينها. رئيس الوزراء الألباني فان نولي. رئيسا الوزراء الكنديين ماكنزي كينج وبيير ترودو. رئيس الوزراء اليوناني أنتونيس ساماراس. رئيس الوزراء الإسرائيلي بنيامين نتنياهو رئيسة الوزراء الباكستانية السابقة بينظير بوتو. وزير الإسكان والتنمية الحضرية شون دونوفان. الزعيم السياسي الكندي مايكل إغناتييف. عضوا الجمعية الإقليمية الباكستانية مرتضى بوتو وسنام بوتو. وزير المالية البنغلاديشي عبد المعال عبد المهيث. رئيس بونتلاند عبد الولي محمد علي. سفير الولايات المتحدة لدى الاتحاد الأوروبي أنتوني لوزاتو غاردنر.,من هو رئيس الوزراء الفلسطيني الذي تخرج من جامعة هارفارد؟,بنيامين نتنياهو,روسس,0,0.0,0.0201,,,,,
A0212,mt5-base,arabic,B_ce_lora,dora,42,660,إن الترابط بين الرأسمالية والأرستقراطية  والإمبريالية كان لفترة طويلة محل نقاش بين المؤرخين والمنظرين السياسيين. وقد كان طليعة الكثير من هذا النقاش منظرون مثل ج. أ. هوبسون (1858 - 1940) وجوزيف شومبيتر (1883 - 1950) وثورستين فيبلن (1857 - 1929) ونورمان آنجل (1872 - 1967). وبينما كان هؤلاء الكتاب غير الماركسيين في ذروة انتاجهم الأدبي قبل الحرب العالمية الأولى، إلا أنهم ظلوا نشطين في سنوات ما بين الحربين. وقد أضاف مجموع أعمالهم إلى دراسة الإمبريالية وتأثيرها على أوروبا، كما ساهم في تأملات في صعود المجمع العسكري - السياسي في الولايات المتحدة في الخمسينات 1950. وقد جادل هوبسون بأن الإصلاحات الاجتماعية الداخلية يمكن أن تعالج المرض المرض الدولي للإمبريالية عن طريق إزالة أساسها الاقتصادي. فقد قدم هوبسون نظرية تقول أن تدخل الدولة من خلال الضرائب يمكن أن يعزز الاستهلاك على نطاق أوسع، وأن يخلق الثروة، وأن يشجع عل قيام نظام عالمي مسالم ومتسامح ومتعدد الأقطاب.,كيف جادل هوبسون لتخليص العالم من الإمبريالية؟,إزالة أساسها الاقتصادي,روسات فيبلن,0,0.0,0.0038,,,,,
A0213,mt5-base,malay,B_ce_lora,qlora,42,78,"Selain daripada ais yang tebal, keadaan cuaca ekstrim juga telah menggangu usaha menyelamat. Pittman mengesyorkan keadaan tidak akan bertambah baik sehingga minggu depan. Jumlah dan ketebalan ais yang dibungkus, menurut Pittman, adalah yang paling teruk untuk pengedap dalam 15 tahun kebelakangan ini.","Menurut petikan, apakah yang bukan merupakan masalah semasa untuk pengedap?",Ais yang mencair,,0,0.0,0.0,,,,,
A0214,mt5-base,arabic,C_composite_lora,dora,42,88,دمر الموت الأسود معظم العالم الإسلامي. كان الطاعون موجوداً في منطقة واحدة على الأقل في العالم الإسلامي كل عام تقريباً بين 1500 و 1850، وأصاب الطاعون مدن شمال أفريقيا مراراً، وفقدت الجزائر 30 إلى 50 ألفٍ من سكانها في 1620–1621 ومجدداً في 1654–1657 و 1665 و 1691 و 1740–1742. ظل الطاعون حدثاً هاماً في المجتمع العثماني حتى الربع الثاني من القرن التاسع عشر. بين العامين 1701 و 1750 تم تسجيل سبعة وثلاثين وباء أكبر وأصغر في القسطنطينية وواحد وثلاثين وباء إضافي بين عامي 1751 و 1800. عانت بغداد بشدة من اجتياحات الطاعون، وتم أحياناً محو ثلثي سكانها.,كم هلك من الناس على الأكثر من الطاعون في بغداد؟,ثلثي سكانها,,0,0.0,0.0,,,,,
A0215,mt5-base,arabic,C_composite_lora,dora,42,283,"‏إن بعض أشكال العصيان المدني مثل: المقاطعة غير القانونية و رفض دفع الضرائب ومشاريع التهرب والهجمات الموزعة لتعطيل تقديم الخدمة والاعتصامات تجعل الأمر أكثر صعوبة فيما يتعلق بعمل النظام. وبهذه الطريقة، يمكن اعتبارها قسرية. يلاحظ براونلي أنه ""على الرغم من أن العصاة المدنيين مقيدين في استخدامهم للعنف من خلال هدفهم الضميري للدخول في حوار أخلاقي، إلا أنهم قد يجدون أنه من الضروري استخدام العنف المحدود من أجل الوصول إلى النقاش"". أغلقت منظمة بلوشيرز مؤقتًا مكتب أمن الاتصالات الحكومية في ايهوباي من خلال إغلاق البوابات و باستخدام المناجل لتفرغ أحد القباب الكبيرة التي تغطي اثنين من أطباق الأقمار الصناعية.",‏كيف يمكنك الاحتجاج على الشركات الكبرى بطريقة غير عنيفة؟,إغلاق البوابات,لا نظام,0,0.0,0.0009,,,,,
A0216,mt5-base,arabic,C_composite_lora,qlora,42,118,حل سوق غرينجر محل سوقٍ سابق تم بناؤه في الأصل عام 1808 يدعى سوق الجزّار. تم افتتاح سوق غرينجر بعينه في عام 1835 وكان أول سوق داخلي لنيوكاسل. قيل عند افتتاحه عام 1835 أنه أحد أكبر وأجمل الأسواق في أوروبا. تم الاحتفال بالافتتاح بحفل عشاءٍ كبير حضره 2000  ضيف، ويضم معرض لاينغ للفنون لوحةً لهذا الحدث. لا يزال معظم السوق في حالته الأصلية ما عدا السقف الخشبي الذي دمره حريقٌ في عام 1901 واستعيض عنه بأقواسٍ ذات قضبان متداخلة فولاذية. تم تصنيف معمار سوق غرينجر في المرتبة الأولى من قبل التراث الإنجليزي في عام 1954، مثله مثل معظم الأبنية في بلدة غرينجر التي تم تصنيفها إما في المرتبة الأولى أو الثانية.,متى افتُتح أول سوق داخلي في نيوكاسل؟,1835,1835,1,1.0,0.0083,,,,,
A0217,mt5-base,malay,B_ce_lora,dora,42,396,"Cara yang paling mudah untuk memulakan bisnes penulisan mengenai pelancongan adalah dengan mengasah kemahiran anda di laman web blog pelancongan yang dikenali. Apabila anda telah selesa dengan pemformatan dan penyuntingan di web, kemudian, anda mungkin membina laman web sendiri.","Semasa memulakan perniagaan penulisan mengenai pelancongan, manakah antara kebolehan berikut perlu diperhalusi terlebih dahulu?",Penulisan blog,Penulisan blog,1,1.0,0.9204,,,,,
A0218,mt5-base,arabic,B_ce_lora,qlora,42,316,﻿إيرغانزونغشولين هي مدارس ثانوية أو ما بعد الثانوية (غير جامعية) يديرها أفراد عاديون أو مؤسسات خاصة أو نادرًا مجموعات مجموعات دينية وتقدم نوعًا من التعليم غير متوفر في المدارس العامة. إن معظم هذه المدارس عبارة عن مدارس مهنية. ومع ذلك، فإن هذه المدارس المهنية ليست جزءًا من نظام التعليم المزدوج الألماني. تتمتع مدارس إيرغانزونغشولين بحرّية العمل خارج التنظيم الحكومي ويتم تمويلها بالكامل من خلال فرض رسوم على الطلاب، رسوم الرسوم الدراسية.,ماذا تسمى المدارس الثانوية الخاصة في ألمانيا؟,إيرغانزونغشولين,مجموعات مجموعة دينية,0,0.0,0.0006,,,,,
A0219,mt5-base,malay,B_ce_lora,dora,42,5,"Bekas gabenor Massachusetts, Mitt Romney memenangi pilihan raya wakil utama presiden Parti Republik Florida pada hari Selasa dengan lebih 46 peratus daripada undian. Bekas Ketua Dewan A.S. Newt Gingrich menduduki tempat kedua dengan 32 peratus daripada undian. Sebagai negeri yang memberikan menyokong pihak pemenang sepenuhnya, Florida telah menganugerahkan kesemua lima puluh wakilnya kepada Romney, yang mengakibatkan beliau mendahului pencalonan Parti Republik.","Menurut petikan berikut, berapa peratuskan undian yang diterima oleh Gingrich semasa pilihan raya wakil utama?",32 peratus,36 peratus,0,0.5,0.0359,,,,,
A0220,mt5-base,malay,B_ce_lora,qlora,42,376,"Bas bertolak dari stesen bas dalam daerah (di seberang sungai) sepanjang hari, walaupun kebanyakannya terutama yang berhala ke timur dan Jakar/Bumthang bertolak antara pukul 06.30 dan 07.30. Oleh sebab bas antara daerah sentiasa penuh, adalah dinasihatkan untuk membeli tiket beberapa hari lebih awal. Kebanyakan daerah mempunyai perkhidmatan Bas Pesisiran Pantai Jepun, yang selesa dan kukuh. Berkongsi teksi cara yang cepat dan selesa untuk perjalanan ke tempat berdekatan seperti Paro (Nu 150) dan Punakha (Nu 200).","Berdasarkan petikan, apakah senario yang sesuai untuk pelancong yang merancang untuk menaiki bas dari stesen antara daerah?",Pelancong menuju ke Paro dan perlu bertolak selepas pukul 11,Pelancong menuju ke Bumthang dan perlu bertolak selepas pukul 11,0,0.9,0.0004,,,,,
A0221,mt5-base,malay,B_ce_lora,dora,42,414,"Sesiapa yang merancang untuk melawat ke negara yang boleh dianggap sebagai zon perang hendaklah mendapatkan latihan profesional. Carian di Internet untuk “Hostile environment course” mungkin akan memberi kepada alamat syarikat tempatan. Sebuah kursus biasanya akan meliputi semua isu yang dibincang di sini dengan lebih terperinci, biasanya dengan pengalaman amali. Sesuatu kursus biasanya akan berlangsung selama 2-5 hari dan akan melibatkan permainan peranan, pertolongan cemas yang banyak dan kadangkala latihan senjata. Buku dan majalah berkaitan kelangsungan hidup di hutan belantara adalah biasa, tetapi penerbitan berkaitan zon peperangan adalah sedikit","Berdasarkan petikan, manakah antara subjek berikut paling berkemungkinan diajar di dalam kelas latihan profesional?",Pertolongan cemas,Perolongan cemas,0,0.5,0.0012,,,,,
A0222,mt5-base,malay,B_ce_lora,dora,42,256,"Semua kata benda, di samping kata Sie untuk anda, selalu dimulakan dengan huruf besar, walaupun di tengah-tengah ayat. Perkara ini ialah satu cara penting untuk membezakan antara beberapa kata kerja dan objek. Boleh dihujah bahawa ia memudahkan proses membaca, walaupun penulisan dirumitkan dengan perlunya mengetahui sama ada sebuah kata kerja atau adjektif sedang digunakan sebagai kata nama.","Berdasarkan petikan, manakah bahagian ucapan berikut dimulakan dengan huruf besar di tengah-tengah ayat?",Kata nama,Kata nama,1,1.0,0.0275,,,,,
A0223,mt5-base,arabic,C_composite_lora,dora,42,178,سيطرت شبكة أيه بي سي على ساحة التلفزيوني الأمريكي خلال السبعينيات وأوائل الثمانينيات (بحلول عام 1980 مثلت الشبكات الرئيسية الثلاث 90 في المئة من جميع مشاهدي التلفزيون في أوقات الذروة في الولايات المتحدة). بدأت عدة مسلسلات تلفزيونية رئيسية العرض على الشبكة خلال هذا الوقت بما فيها دايناستي وهو مسلسل دراما غنية من إنتاج آرون سبيلينغ حقق نجاحاً عند عرضه لأول مرة كمسلسل في منتصف الموسم في عام 1981، أي قبل خمسة أشهر من إنهاء عرض مسلسل سبيلينغ الناجح الآخر على أيه بي سي وهو تشارليز أنجيلز. تم دعم الشبكة أيضًا في أوائل الثمانينيات باستمرار نجاح مسلسلات هابي دايز وثريز كومباني و لافيرن أند شيرلي وفانتاسي آيلاند، كما اكتسبت نجاحات جديدة من تو كلوس فور كومفورت وبينسون المتفرع من سوب و مورك أند ميندي المتفرع من هابي دايز. في عام 1981 أطلقت أيه بي سي (من خلال قسم خدمات فيديو أيه بي سي التابع لها) محطة ألفا ريبيرتوري تيليفيجن سيرفس (ARTS) وهي محطة كابل تعمل كمشروع مشترك مع شركة هيرست، تقدم برامجاً ثقافية وفنية تم بثها كخدمة ليلية في محل محطة نيكلوديون.,ما هو مسلسل الدراما من إنتاج آرون سبيلينغ الذي عُرض لأول مرة على أيه بي سي في الثمانينيات؟,دايناستي,روس,0,0.0,0.0039,,,,,
